player_x,block_x,block_y,delta_x,delta_y,action
0.42,0.0933,1.0104,0.3267,1.0104,0
0.42,0.0933,1.0258,0.3267,1.0258,0
0.42,0.3117,0.6211,0.1083,0.6211,0
0.42,0.3117,0.6365,0.1083,0.6365,0
0.42,0.3117,0.6518,0.1083,0.6518,0
0.42,0.3117,0.6672,0.1083,0.6672,0
0.42,0.3117,0.6826,0.1083,0.6826,0
0.42,0.3117,0.6979,0.1083,0.6979,0
0.42,0.3117,0.7133,0.1083,0.7133,0
0.42,0.3117,0.7286,0.1083,0.7286,0
0.43,0.3117,0.744,0.1183,0.744,2
0.44,0.3117,0.7594,0.1283,0.7594,2
0.45,0.3117,0.7747,0.1383,0.7747,2
0.46,0.3117,0.7901,0.1483,0.7901,2
0.47,0.3117,0.8054,0.1583,0.8054,2
0.48,0.3117,0.8208,0.1683,0.8208,2
0.49,0.3117,0.8362,0.1783,0.8362,2
0.5,0.3117,0.8515,0.1883,0.8515,2
0.51,0.3117,0.8669,0.1983,0.8669,2
0.52,0.3117,0.8822,0.2083,0.8822,2
0.52,0.3117,0.8976,0.2083,0.8976,0
0.52,0.3117,0.913,0.2083,0.913,0
0.52,0.3117,0.9283,0.2083,0.9283,0
0.52,0.3117,0.9437,0.2083,0.9437,0
0.52,0.3117,0.959,0.2083,0.959,0
0.52,0.3117,0.9744,0.2083,0.9744,0
0.52,0.3117,0.9898,0.2083,0.9898,0
0.52,0.3117,1.0051,0.2083,1.0051,0
0.52,0.3117,1.0205,0.2083,1.0205,0
0.52,0.3867,0.7208,0.1333,0.7208,0
0.53,0.3867,0.7362,0.1433,0.7362,2
0.54,0.3867,0.7516,0.1533,0.7516,2
0.55,0.3867,0.7669,0.1633,0.7669,2
0.56,0.3867,0.7823,0.1733,0.7823,2
0.57,0.3867,0.7976,0.1833,0.7976,2
0.58,0.3867,0.813,0.1933,0.813,2
0.59,0.3867,0.8284,0.2033,0.8284,2
0.6,0.3867,0.8437,0.2133,0.8437,2
0.6,0.3867,0.8591,0.2133,0.8591,0
0.6,0.3867,0.8744,0.2133,0.8744,0
0.6,0.3867,0.8898,0.2133,0.8898,0
0.6,0.3867,0.9052,0.2133,0.9052,0
0.6,0.3867,0.9205,0.2133,0.9205,0
0.6,0.3867,0.9359,0.2133,0.9359,0
0.6,0.3867,0.9512,0.2133,0.9512,0
0.6,0.3867,0.9666,0.2133,0.9666,0
0.6,0.3867,0.9823,0.2133,0.9823,0
0.6,0.3867,0.998,0.2133,0.998,0
0.6,0.3867,1.0138,0.2133,1.0138,0
0.6,0.3867,1.0295,0.2133,1.0295,0
0.6,0.2633,0.7091,0.3367,0.7091,0
0.6,0.2633,0.7248,0.3367,0.7248,0
0.6,0.2633,0.7405,0.3367,0.7405,0
0.6,0.2633,0.7562,0.3367,0.7562,0
0.6,0.2633,0.772,0.3367,0.772,0
0.6,0.2633,0.7877,0.3367,0.7877,0
0.6,0.2633,0.8034,0.3367,0.8034,0
0.6,0.2633,0.8191,0.3367,0.8191,0
0.6,0.2633,0.8348,0.3367,0.8348,0
0.6,0.2633,0.8506,0.3367,0.8506,0
0.6,0.2633,0.8663,0.3367,0.8663,0
0.6,0.2633,0.882,0.3367,0.882,0
0.6,0.2633,0.8977,0.3367,0.8977,0
0.6,0.2633,0.9134,0.3367,0.9134,0
0.6,0.2633,0.9292,0.3367,0.9292,0
0.6,0.2633,0.9449,0.3367,0.9449,0
0.6,0.2633,0.9606,0.3367,0.9606,0
0.6,0.2633,0.9763,0.3367,0.9763,0
0.6,0.2633,0.992,0.3367,0.992,0
0.59,0.2633,1.0078,0.3267,1.0078,1
0.58,0.2633,1.0235,0.3167,1.0235,1
0.57,0.8133,0.6245,-0.2433,0.6245,1
0.56,0.8133,0.6402,-0.2533,0.6402,1
0.55,0.8133,0.6559,-0.2633,0.6559,1
0.54,0.8133,0.6716,-0.2733,0.6716,1
0.53,0.8133,0.6874,-0.2833,0.6874,1
0.52,0.8133,0.7031,-0.2933,0.7031,1
0.51,0.8133,0.7188,-0.3033,0.7188,1
0.5,0.8133,0.7345,-0.3133,0.7345,1
0.5,0.8133,0.7502,-0.3133,0.7502,0
0.5,0.8133,0.766,-0.3133,0.766,0
0.5,0.8133,0.7817,-0.3133,0.7817,0
0.5,0.8133,0.7974,-0.3133,0.7974,0
0.5,0.8133,0.8131,-0.3133,0.8131,0
0.5,0.8133,0.8288,-0.3133,0.8288,0
0.5,0.8133,0.8446,-0.3133,0.8446,0
0.5,0.8133,0.8603,-0.3133,0.8603,0
0.5,0.8133,0.876,-0.3133,0.876,0
0.5,0.8133,0.8917,-0.3133,0.8917,0
0.49,0.8133,0.9074,-0.3233,0.9074,1
0.48,0.8133,0.9232,-0.3333,0.9232,1
0.47,0.8133,0.9389,-0.3433,0.9389,1
0.46,0.8133,0.9546,-0.3533,0.9546,1
0.45,0.8133,0.9703,-0.3633,0.9703,1
0.44,0.8133,0.986,-0.3733,0.986,1
0.43,0.8133,1.0018,-0.3833,1.0018,1
0.42,0.8133,1.0175,-0.3933,1.0175,1
0.41,0.1683,0.7088,0.2417,0.7088,1
0.41,0.1683,0.7246,0.2417,0.7246,0
0.41,0.1683,0.7403,0.2417,0.7403,0
0.41,0.1683,0.756,0.2417,0.756,0
0.41,0.1683,0.7717,0.2417,0.7717,0
0.41,0.1683,0.7874,0.2417,0.7874,0
0.41,0.1683,0.8032,0.2417,0.8032,0
0.41,0.1683,0.8189,0.2417,0.8189,0
0.41,0.1683,0.8346,0.2417,0.8346,0
0.41,0.1683,0.8507,0.2417,0.8507,0
0.41,0.1683,0.8668,0.2417,0.8668,0
0.41,0.1683,0.8828,0.2417,0.8828,0
0.41,0.1683,0.8989,0.2417,0.8989,0
0.41,0.1683,0.915,0.2417,0.915,0
0.41,0.1683,0.9311,0.2417,0.9311,0
0.41,0.1683,0.9472,0.2417,0.9472,0
0.41,0.1683,0.9632,0.2417,0.9632,0
0.41,0.1683,0.9793,0.2417,0.9793,0
0.41,0.1683,0.9954,0.2417,0.9954,0
0.41,0.1683,1.0115,0.2417,1.0115,0
0.41,0.1683,1.0276,0.2417,1.0276,0
0.41,0.6433,0.7135,-0.2333,0.7135,0
0.41,0.6433,0.7296,-0.2333,0.7296,0
0.41,0.6433,0.7457,-0.2333,0.7457,0
0.41,0.6433,0.7618,-0.2333,0.7618,0
0.41,0.6433,0.7778,-0.2333,0.7778,0
0.41,0.6433,0.7939,-0.2333,0.7939,0
0.41,0.6433,0.81,-0.2333,0.81,0
0.41,0.6433,0.8261,-0.2333,0.8261,0
0.41,0.6433,0.8422,-0.2333,0.8422,0
0.41,0.6433,0.8582,-0.2333,0.8582,0
0.41,0.6433,0.8743,-0.2333,0.8743,0
0.41,0.6433,0.8904,-0.2333,0.8904,0
0.41,0.6433,0.9065,-0.2333,0.9065,0
0.41,0.6433,0.9226,-0.2333,0.9226,0
0.41,0.6433,0.9386,-0.2333,0.9386,0
0.41,0.6433,0.9547,-0.2333,0.9547,0
0.41,0.6433,0.9708,-0.2333,0.9708,0
0.41,0.6433,0.9869,-0.2333,0.9869,0
0.41,0.6433,1.003,-0.2333,1.003,0
0.41,0.6433,1.019,-0.2333,1.019,0
0.41,0.045,0.6264,0.365,0.6264,0
0.41,0.045,0.6425,0.365,0.6425,0
0.41,0.045,0.6586,0.365,0.6586,0
0.41,0.045,0.6746,0.365,0.6746,0
0.41,0.045,0.6907,0.365,0.6907,0
0.41,0.045,0.7068,0.365,0.7068,0
0.41,0.045,0.7229,0.365,0.7229,0
0.41,0.045,0.739,0.365,0.739,0
0.41,0.045,0.755,0.365,0.755,0
0.41,0.045,0.7711,0.365,0.7711,0
0.41,0.045,0.7872,0.365,0.7872,0
0.41,0.045,0.8033,0.365,0.8033,0
0.41,0.045,0.8194,0.365,0.8194,0
0.41,0.045,0.8354,0.365,0.8354,0
0.41,0.045,0.8515,0.365,0.8515,0
0.41,0.045,0.8676,0.365,0.8676,0
0.41,0.045,0.8837,0.365,0.8837,0
0.41,0.045,0.8998,0.365,0.8998,0
0.41,0.045,0.9158,0.365,0.9158,0
0.41,0.045,0.9319,0.365,0.9319,0
0.41,0.045,0.948,0.365,0.948,0
0.41,0.045,0.9641,0.365,0.9641,0
0.42,0.045,0.9802,0.375,0.9802,2
0.43,0.045,0.9962,0.385,0.9962,2
0.44,0.045,1.0123,0.395,1.0123,2
0.45,0.045,1.0284,0.405,1.0284,2
0.46,0.8667,0.7097,-0.4067,0.7097,2
0.47,0.8667,0.7258,-0.3967,0.7258,2
0.48,0.8667,0.7422,-0.3867,0.7422,2
0.49,0.8667,0.7586,-0.3767,0.7586,2
0.5,0.8667,0.7751,-0.3667,0.7751,2
0.51,0.8667,0.7915,-0.3567,0.7915,2
0.51,0.8667,0.808,-0.3567,0.808,0
0.51,0.8667,0.8244,-0.3567,0.8244,0
0.51,0.8667,0.8408,-0.3567,0.8408,0
0.51,0.8667,0.8573,-0.3567,0.8573,0
0.51,0.8667,0.8737,-0.3567,0.8737,0
0.51,0.8667,0.8902,-0.3567,0.8902,0
0.51,0.8667,0.9066,-0.3567,0.9066,0
0.51,0.8667,0.923,-0.3567,0.923,0
0.51,0.8667,0.9395,-0.3567,0.9395,0
0.51,0.8667,0.9559,-0.3567,0.9559,0
0.51,0.8667,0.9724,-0.3567,0.9724,0
0.51,0.8667,0.9888,-0.3567,0.9888,0
0.51,0.8667,1.0052,-0.3567,1.0052,0
0.51,0.8667,1.0217,-0.3567,1.0217,0
0.51,0.9367,0.7165,-0.4267,0.7165,0
0.51,0.9367,0.733,-0.4267,0.733,0
0.51,0.9367,0.7494,-0.4267,0.7494,0
0.51,0.9367,0.7658,-0.4267,0.7658,0
0.51,0.9367,0.7823,-0.4267,0.7823,0
0.51,0.9367,0.7987,-0.4267,0.7987,0
0.51,0.9367,0.8152,-0.4267,0.8152,0
0.51,0.9367,0.8316,-0.4267,0.8316,0
0.51,0.9367,0.848,-0.4267,0.848,0
0.51,0.9367,0.8645,-0.4267,0.8645,0
0.51,0.9367,0.8809,-0.4267,0.8809,0
0.51,0.9367,0.8974,-0.4267,0.8974,0
0.51,0.9367,0.9138,-0.4267,0.9138,0
0.51,0.9367,0.9302,-0.4267,0.9302,0
0.51,0.9367,0.9467,-0.4267,0.9467,0
0.51,0.9367,0.9631,-0.4267,0.9631,0
0.51,0.9367,0.9796,-0.4267,0.9796,0
0.51,0.9367,0.996,-0.4267,0.996,0
0.51,0.9367,1.0124,-0.4267,1.0124,0
0.51,0.9367,1.0289,-0.4267,1.0289,0
0.51,0.9467,0.6272,-0.4367,0.6272,0
0.51,0.9467,0.6437,-0.4367,0.6437,0
0.51,0.9467,0.6601,-0.4367,0.6601,0
0.51,0.9467,0.6766,-0.4367,0.6766,0
0.5,0.9467,0.693,-0.4467,0.693,1
0.49,0.9467,0.7094,-0.4567,0.7094,1
0.48,0.9467,0.7259,-0.4667,0.7259,1
0.47,0.9467,0.7423,-0.4767,0.7423,1
0.46,0.9467,0.7588,-0.4867,0.7588,1
0.45,0.9467,0.7752,-0.4967,0.7752,1
0.44,0.9467,0.7916,-0.5067,0.7916,1
0.43,0.9467,0.8081,-0.5167,0.8081,1
0.42,0.9467,0.8245,-0.5267,0.8245,1
0.41,0.9467,0.841,-0.5367,0.841,1
0.4,0.9467,0.8574,-0.5467,0.8574,1
0.39,0.9467,0.8738,-0.5567,0.8738,1
0.38,0.9467,0.8903,-0.5667,0.8903,1
0.38,0.9467,0.9067,-0.5667,0.9067,0
0.38,0.9467,0.9232,-0.5667,0.9232,0
0.38,0.9467,0.9396,-0.5667,0.9396,0
0.38,0.9467,0.956,-0.5667,0.956,0
0.38,0.9467,0.9725,-0.5667,0.9725,0
0.38,0.9467,0.9893,-0.5667,0.9893,0
0.38,0.9467,1.0061,-0.5667,1.0061,0
0.38,0.9467,1.0229,-0.5667,1.0229,0
0.38,0.5967,0.7112,-0.2167,0.7112,0
0.38,0.5967,0.728,-0.2167,0.728,0
0.38,0.5967,0.7448,-0.2167,0.7448,0
0.38,0.5967,0.7616,-0.2167,0.7616,0
0.38,0.5967,0.7784,-0.2167,0.7784,0
0.37,0.5967,0.7952,-0.2267,0.7952,1
0.36,0.5967,0.812,-0.2367,0.812,1
0.35,0.5967,0.8288,-0.2467,0.8288,1
0.34,0.5967,0.8456,-0.2567,0.8456,1
0.33,0.5967,0.8624,-0.2667,0.8624,1
0.32,0.5967,0.8792,-0.2767,0.8792,1
0.31,0.5967,0.896,-0.2867,0.896,1
0.3,0.5967,0.9128,-0.2967,0.9128,1
0.29,0.5967,0.9296,-0.3067,0.9296,1
0.28,0.5967,0.9464,-0.3167,0.9464,1
0.27,0.5967,0.9632,-0.3267,0.9632,1
0.27,0.5967,0.98,-0.3267,0.98,0
0.27,0.5967,0.9968,-0.3267,0.9968,0
0.27,0.5967,1.0136,-0.3267,1.0136,0
0.27,0.6,0.7016,-0.33,0.7016,0
0.27,0.6,0.7184,-0.33,0.7184,0
0.27,0.6,0.7352,-0.33,0.7352,0
0.27,0.6,0.752,-0.33,0.752,0
0.27,0.6,0.7688,-0.33,0.7688,0
0.27,0.6,0.7856,-0.33,0.7856,0
0.26,0.6,0.8024,-0.34,0.8024,1
0.25,0.6,0.8192,-0.35,0.8192,1
0.24,0.6,0.836,-0.36,0.836,1
0.23,0.6,0.8528,-0.37,0.8528,1
0.22,0.6,0.8696,-0.38,0.8696,1
0.21,0.6,0.8864,-0.39,0.8864,1
0.2,0.6,0.9032,-0.4,0.9032,1
0.19,0.6,0.92,-0.41,0.92,1
0.18,0.6,0.9368,-0.42,0.9368,1
0.18,0.6,0.9536,-0.42,0.9536,0
0.18,0.6,0.9704,-0.42,0.9704,0
0.18,0.6,0.9872,-0.42,0.9872,0
0.18,0.6,1.004,-0.42,1.004,0
0.18,0.6,1.0208,-0.42,1.0208,0
0.18,0.3983,0.6252,-0.2183,0.6252,0
0.18,0.3983,0.642,-0.2183,0.642,0
0.17,0.3983,0.6588,-0.2283,0.6588,1
0.16,0.3983,0.6756,-0.2383,0.6756,1
0.15,0.3983,0.6924,-0.2483,0.6924,1
0.14,0.3983,0.7092,-0.2583,0.7092,1
0.13,0.3983,0.726,-0.2683,0.726,1
0.12,0.3983,0.7428,-0.2783,0.7428,1
0.11,0.3983,0.7596,-0.2883,0.7596,1
0.1,0.3983,0.7764,-0.2983,0.7764,1
0.09,0.3983,0.7932,-0.3083,0.7932,1
0.09,0.3983,0.81,-0.3083,0.81,0
0.09,0.3983,0.8268,-0.3083,0.8268,0
0.09,0.3983,0.8436,-0.3083,0.8436,0
0.09,0.3983,0.8604,-0.3083,0.8604,0
0.09,0.3983,0.8772,-0.3083,0.8772,0
0.09,0.3983,0.894,-0.3083,0.894,0
0.09,0.3983,0.9108,-0.3083,0.9108,0
0.09,0.3983,0.928,-0.3083,0.928,0
0.09,0.3983,0.9451,-0.3083,0.9451,0
0.09,0.3983,0.9623,-0.3083,0.9623,0
0.09,0.3983,0.9794,-0.3083,0.9794,0
0.09,0.3983,0.9966,-0.3083,0.9966,0
0.09,0.3983,1.0138,-0.3083,1.0138,0
0.09,0.665,0.7117,-0.575,0.7117,0
0.09,0.665,0.7289,-0.575,0.7289,0
0.09,0.665,0.746,-0.575,0.746,0
0.09,0.665,0.7632,-0.575,0.7632,0
0.09,0.665,0.7804,-0.575,0.7804,0
0.09,0.665,0.7975,-0.575,0.7975,0
0.09,0.665,0.8147,-0.575,0.8147,0
0.09,0.665,0.8318,-0.575,0.8318,0
0.1,0.665,0.849,-0.565,0.849,2
0.11,0.665,0.8662,-0.555,0.8662,2
0.12,0.665,0.8833,-0.545,0.8833,2
0.13,0.665,0.9005,-0.535,0.9005,2
0.14,0.665,0.9176,-0.525,0.9176,2
0.15,0.665,0.9348,-0.515,0.9348,2
0.16,0.665,0.952,-0.505,0.952,2
0.17,0.665,0.9691,-0.495,0.9691,2
0.18,0.665,0.9863,-0.485,0.9863,2
0.19,0.665,1.0034,-0.475,1.0034,2
0.2,0.665,1.0206,-0.465,1.0206,2
0.2,0.7467,0.7018,-0.5467,0.7018,0
0.2,0.7467,0.7189,-0.5467,0.7189,0
0.2,0.7467,0.7361,-0.5467,0.7361,0
0.2,0.7467,0.7532,-0.5467,0.7532,0
0.2,0.7467,0.7704,-0.5467,0.7704,0
0.2,0.7467,0.7876,-0.5467,0.7876,0
0.2,0.7467,0.8047,-0.5467,0.8047,0
0.2,0.7467,0.8219,-0.5467,0.8219,0
0.2,0.7467,0.839,-0.5467,0.839,0
0.2,0.7467,0.8562,-0.5467,0.8562,0
0.2,0.7467,0.8734,-0.5467,0.8734,0
0.2,0.7467,0.8905,-0.5467,0.8905,0
0.2,0.7467,0.9077,-0.5467,0.9077,0
0.2,0.7467,0.9248,-0.5467,0.9248,0
0.2,0.7467,0.942,-0.5467,0.942,0
0.2,0.7467,0.9592,-0.5467,0.9592,0
0.2,0.7467,0.9763,-0.5467,0.9763,0
0.2,0.7467,0.9935,-0.5467,0.9935,0
0.2,0.7467,1.0106,-0.5467,1.0106,0
0.2,0.7467,1.0278,-0.5467,1.0278,0
0.2,0.4067,0.6392,-0.2067,0.6392,0
0.2,0.4067,0.6564,-0.2067,0.6564,0
0.2,0.4067,0.6736,-0.2067,0.6736,0
0.2,0.4067,0.6907,-0.2067,0.6907,0
0.2,0.4067,0.7079,-0.2067,0.7079,0
0.2,0.4067,0.725,-0.2067,0.725,0
0.2,0.4067,0.7422,-0.2067,0.7422,0
0.2,0.4067,0.7594,-0.2067,0.7594,0
0.2,0.4067,0.7765,-0.2067,0.7765,0
0.2,0.4067,0.7937,-0.2067,0.7937,0
0.2,0.4067,0.8108,-0.2067,0.8108,0
0.2,0.4067,0.828,-0.2067,0.828,0
0.2,0.4067,0.8452,-0.2067,0.8452,0
0.2,0.4067,0.8623,-0.2067,0.8623,0
0.2,0.4067,0.8795,-0.2067,0.8795,0
0.2,0.4067,0.897,-0.2067,0.897,0
0.2,0.4067,0.9145,-0.2067,0.9145,0
0.2,0.4067,0.932,-0.2067,0.932,0
0.2,0.4067,0.9496,-0.2067,0.9496,0
0.2,0.4067,0.9671,-0.2067,0.9671,0
0.2,0.4067,0.9846,-0.2067,0.9846,0
0.21,0.4067,1.0021,-0.1967,1.0021,2
0.22,0.4067,1.0196,-0.1867,1.0196,2
0.23,0.97,0.7111,-0.74,0.7111,2
0.24,0.97,0.7286,-0.73,0.7286,2
0.25,0.97,0.7462,-0.72,0.7462,2
0.26,0.97,0.7637,-0.71,0.7637,2
0.27,0.97,0.7812,-0.7,0.7812,2
0.28,0.97,0.7987,-0.69,0.7987,2
0.29,0.97,0.8162,-0.68,0.8162,2
0.3,0.97,0.8338,-0.67,0.8338,2
0.31,0.97,0.8513,-0.66,0.8513,2
0.31,0.97,0.8688,-0.66,0.8688,0
0.31,0.97,0.8863,-0.66,0.8863,0
0.31,0.97,0.9038,-0.66,0.9038,0
0.31,0.97,0.9214,-0.66,0.9214,0
0.31,0.97,0.9389,-0.66,0.9389,0
0.31,0.97,0.9564,-0.66,0.9564,0
0.31,0.97,0.9739,-0.66,0.9739,0
0.31,0.97,0.9914,-0.66,0.9914,0
0.31,0.97,1.009,-0.66,1.009,0
0.31,0.97,1.0265,-0.66,1.0265,0
0.31,0.8967,0.7008,-0.5867,0.7008,0
0.31,0.8967,0.7183,-0.5867,0.7183,0
0.31,0.8967,0.7358,-0.5867,0.7358,0
0.31,0.8967,0.7534,-0.5867,0.7534,0
0.31,0.8967,0.7709,-0.5867,0.7709,0
0.32,0.8967,0.7884,-0.5767,0.7884,2
0.33,0.8967,0.8059,-0.5667,0.8059,2
0.34,0.8967,0.8234,-0.5567,0.8234,2
0.35,0.8967,0.841,-0.5467,0.841,2
0.36,0.8967,0.8585,-0.5367,0.8585,2
0.37,0.8967,0.876,-0.5267,0.876,2
0.38,0.8967,0.8935,-0.5167,0.8935,2
0.39,0.8967,0.911,-0.5067,0.911,2
0.4,0.8967,0.9286,-0.4967,0.9286,2
0.41,0.8967,0.9461,-0.4867,0.9461,2
0.42,0.8967,0.9636,-0.4767,0.9636,2
0.43,0.8967,0.9811,-0.4667,0.9811,2
0.44,0.8967,0.9986,-0.4567,0.9986,2
0.45,0.8967,1.0162,-0.4467,1.0162,2
0.46,0.26,0.6358,0.2,0.6358,2
0.46,0.26,0.6533,0.2,0.6533,0
0.46,0.26,0.6708,0.2,0.6708,0
0.46,0.26,0.6883,0.2,0.6883,0
0.46,0.26,0.7058,0.2,0.7058,0
0.46,0.26,0.7234,0.2,0.7234,0
0.46,0.26,0.7409,0.2,0.7409,0
0.46,0.26,0.7584,0.2,0.7584,0
0.46,0.26,0.7759,0.2,0.7759,0
0.46,0.26,0.7934,0.2,0.7934,0
0.46,0.26,0.811,0.2,0.811,0
0.46,0.26,0.8285,0.2,0.8285,0
0.46,0.26,0.846,0.2,0.846,0
0.46,0.26,0.8635,0.2,0.8635,0
0.46,0.26,0.8814,0.2,0.8814,0
0.46,0.26,0.8993,0.2,0.8993,0
0.46,0.26,0.9172,0.2,0.9172,0
0.46,0.26,0.935,0.2,0.935,0
0.46,0.26,0.9529,0.2,0.9529,0
0.46,0.26,0.9708,0.2,0.9708,0
0.46,0.26,0.9887,0.2,0.9887,0
0.46,0.26,1.0066,0.2,1.0066,0
0.46,0.26,1.0244,0.2,1.0244,0
0.46,0.6417,0.7094,-0.1817,0.7094,0
0.46,0.6417,0.7273,-0.1817,0.7273,0
0.46,0.6417,0.7452,-0.1817,0.7452,0
0.46,0.6417,0.7631,-0.1817,0.7631,0
0.46,0.6417,0.781,-0.1817,0.781,0
0.46,0.6417,0.7988,-0.1817,0.7988,0
0.46,0.6417,0.8167,-0.1817,0.8167,0
0.46,0.6417,0.8346,-0.1817,0.8346,0
0.46,0.6417,0.8525,-0.1817,0.8525,0
0.46,0.6417,0.8704,-0.1817,0.8704,0
0.46,0.6417,0.8882,-0.1817,0.8882,0
0.46,0.6417,0.9061,-0.1817,0.9061,0
0.46,0.6417,0.924,-0.1817,0.924,0
0.46,0.6417,0.9419,-0.1817,0.9419,0
0.46,0.6417,0.9598,-0.1817,0.9598,0
0.46,0.6417,0.9776,-0.1817,0.9776,0
0.46,0.6417,0.9955,-0.1817,0.9955,0
0.46,0.6417,1.0134,-0.1817,1.0134,0
0.46,0.9083,0.6984,-0.4483,0.6984,0
0.46,0.9083,0.7163,-0.4483,0.7163,0
0.46,0.9083,0.7342,-0.4483,0.7342,0
0.46,0.9083,0.752,-0.4483,0.752,0
0.46,0.9083,0.7699,-0.4483,0.7699,0
0.46,0.9083,0.7878,-0.4483,0.7878,0
0.46,0.9083,0.8057,-0.4483,0.8057,0
0.46,0.9083,0.8236,-0.4483,0.8236,0
0.46,0.9083,0.8414,-0.4483,0.8414,0
0.45,0.9083,0.8593,-0.4583,0.8593,1
0.44,0.9083,0.8772,-0.4683,0.8772,1
0.43,0.9083,0.8951,-0.4783,0.8951,1
0.42,0.9083,0.913,-0.4883,0.913,1
0.41,0.9083,0.9308,-0.4983,0.9308,1
0.4,0.9083,0.9487,-0.5083,0.9487,1
0.39,0.9083,0.9666,-0.5183,0.9666,1
0.38,0.9083,0.9845,-0.5283,0.9845,1
0.37,0.9083,1.0024,-0.5383,1.0024,1
0.36,0.9083,1.0202,-0.5483,1.0202,1
0.36,0.815,0.6852,-0.455,0.6852,0
0.36,0.815,0.7031,-0.455,0.7031,0
0.36,0.815,0.721,-0.455,0.721,0
0.36,0.815,0.7388,-0.455,0.7388,0
0.36,0.815,0.7567,-0.455,0.7567,0
0.36,0.815,0.7746,-0.455,0.7746,0
0.36,0.815,0.7925,-0.455,0.7925,0
0.36,0.815,0.8104,-0.455,0.8104,0
0.36,0.815,0.8282,-0.455,0.8282,0
0.36,0.815,0.8461,-0.455,0.8461,0
0.36,0.815,0.864,-0.455,0.864,0
0.36,0.815,0.8819,-0.455,0.8819,0
0.36,0.815,0.8998,-0.455,0.8998,0
0.36,0.815,0.9176,-0.455,0.9176,0
0.36,0.815,0.9359,-0.455,0.9359,0
0.36,0.815,0.9541,-0.455,0.9541,0
0.36,0.815,0.9724,-0.455,0.9724,0
0.36,0.815,0.9906,-0.455,0.9906,0
0.36,0.815,1.0088,-0.455,1.0088,0
0.36,0.815,1.0271,-0.455,1.0271,0
0.36,0.795,0.9917,-0.435,0.9917,0
0.36,0.795,1.0099,-0.435,1.0099,0
0.36,0.795,1.0282,-0.435,1.0282,0
0.36,0.0383,0.7246,0.3217,0.7246,0
0.36,0.0383,0.7428,0.3217,0.7428,0
0.36,0.0383,0.761,0.3217,0.761,0
0.36,0.0383,0.7793,0.3217,0.7793,0
0.37,0.0383,0.7975,0.3317,0.7975,2
0.38,0.0383,0.8158,0.3417,0.8158,2
0.39,0.0383,0.834,0.3517,0.834,2
0.4,0.0383,0.8522,0.3617,0.8522,2
0.41,0.0383,0.8705,0.3717,0.8705,2
0.42,0.0383,0.8887,0.3817,0.8887,2
0.43,0.0383,0.907,0.3917,0.907,2
0.44,0.0383,0.9252,0.4017,0.9252,2
0.45,0.0383,0.9434,0.4117,0.9434,2
0.45,0.0383,0.9617,0.4117,0.9617,0
0.45,0.0383,0.9799,0.4117,0.9799,0
0.45,0.0383,0.9982,0.4117,0.9982,0
0.45,0.0383,1.0164,0.4117,1.0164,0
0.45,0.7767,0.6949,-0.3267,0.6949,0
0.45,0.7767,0.7132,-0.3267,0.7132,0
0.45,0.7767,0.7314,-0.3267,0.7314,0
0.45,0.7767,0.7496,-0.3267,0.7496,0
0.45,0.7767,0.7679,-0.3267,0.7679,0
0.45,0.7767,0.7861,-0.3267,0.7861,0
0.45,0.7767,0.8044,-0.3267,0.8044,0
0.45,0.7767,0.8226,-0.3267,0.8226,0
0.45,0.7767,0.8408,-0.3267,0.8408,0
0.45,0.7767,0.8591,-0.3267,0.8591,0
0.45,0.7767,0.8773,-0.3267,0.8773,0
0.45,0.7767,0.8956,-0.3267,0.8956,0
0.45,0.7767,0.9138,-0.3267,0.9138,0
0.45,0.7767,0.932,-0.3267,0.932,0
0.46,0.7767,0.9503,-0.3167,0.9503,2
0.47,0.7767,0.9685,-0.3067,0.9685,2
0.48,0.7767,0.9868,-0.2967,0.9868,2
0.49,0.7767,1.005,-0.2867,1.005,2
0.5,0.7767,1.0232,-0.2767,1.0232,2
0.51,0.8567,0.6814,-0.3467,0.6814,2
0.52,0.8567,0.6996,-0.3367,0.6996,2
0.53,0.8567,0.7178,-0.3267,0.7178,2
0.54,0.8567,0.7361,-0.3167,0.7361,2
0.54,0.8567,0.7543,-0.3167,0.7543,0
0.54,0.8567,0.7726,-0.3167,0.7726,0
0.54,0.8567,0.7908,-0.3167,0.7908,0
0.54,0.8567,0.809,-0.3167,0.809,0
0.54,0.8567,0.8273,-0.3167,0.8273,0
0.54,0.8567,0.8455,-0.3167,0.8455,0
0.54,0.8567,0.8638,-0.3167,0.8638,0
0.54,0.8567,0.882,-0.3167,0.882,0
0.54,0.8567,0.9002,-0.3167,0.9002,0
0.54,0.8567,0.9185,-0.3167,0.9185,0
0.53,0.8567,0.9367,-0.3267,0.9367,1
0.52,0.8567,0.9553,-0.3367,0.9553,1
0.51,0.8567,0.9739,-0.3467,0.9739,1
0.5,0.8567,0.9925,-0.3567,0.9925,1
0.49,0.8567,1.0111,-0.3667,1.0111,1
0.48,0.8567,1.0297,-0.3767,1.0297,1
0.47,0.115,0.9936,0.355,0.9936,1
0.46,0.115,1.0122,0.345,1.0122,1
0.45,0.7717,0.7207,-0.3217,0.7207,1
0.45,0.7717,0.7393,-0.3217,0.7393,0
0.45,0.7717,0.7579,-0.3217,0.7579,0
0.45,0.7717,0.7765,-0.3217,0.7765,0
0.45,0.7717,0.7951,-0.3217,0.7951,0
